mean,std,max,peak_to_peak,rms,Label
0.003227,0.42325,0.643266,0.075523,0.423262,0
0.013703,0.44339,0.832096,0.792792,0.443602,1
0.015272,0.441479,0.838389,0.934057,0.441743,1
0.003363,0.424367,0.641513,0.073331,0.42438,0
0.016892,0.440604,0.85499,0.909055,0.440928,1
0.002908,0.424564,0.652968,0.074908,0.424574,0
0.003007,0.424479,0.638645,0.024249,0.424489,0
0.015764,0.443288,0.840308,0.852155,0.443569,1
0.017465,0.441688,0.857621,0.874351,0.442034,1
0.019444,0.442054,0.885334,0.941287,0.442482,1
0.014338,0.437629,0.842427,0.828408,0.437864,1
0.003007,0.424188,0.64584,0.043632,0.424199,0
0.012525,0.441972,0.808121,0.868912,0.44215,1
0.002662,0.424678,0.640559,0.05905,0.424687,0
0.003256,0.424962,0.652874,0.069084,0.424975,0
0.016105,0.439748,0.82535,0.750424,0.440042,1
0.003076,0.424484,0.641015,0.046185,0.424495,0
0.003021,0.425234,0.651802,0.105353,0.425245,0
0.003095,0.423836,0.644597,0.059344,0.423847,0
0.003454,0.424043,0.648184,0.042408,0.424057,0
0.019412,0.438528,0.810045,0.783209,0.438957,1
0.003541,0.425384,0.656873,0.077508,0.425399,0
0.014026,0.446075,0.875306,0.984396,0.446296,1
0.002879,0.424886,0.662969,0.104534,0.424896,0
0.015687,0.438022,0.831567,0.817955,0.438303,1
0.002838,0.423924,0.630175,0.043735,0.423934,0
0.015817,0.442043,0.81552,0.841008,0.442326,1
0.015739,0.442015,0.859161,0.901577,0.442295,1
0.018465,0.438021,0.836044,0.870022,0.43841,1
0.003688,0.424087,0.639954,0.04204,0.424103,0
0.015898,0.443238,0.821458,0.847617,0.443524,1
0.014838,0.439982,0.865801,0.874058,0.440232,1
0.003115,0.424123,0.646581,0.047265,0.424134,0
0.017933,0.440882,0.867294,0.892875,0.441247,1
0.003093,0.424995,0.641561,0.037238,0.425006,0
0.016911,0.439955,0.86117,0.848525,0.44028,1
0.003351,0.424497,0.642581,0.050429,0.42451,0
0.004245,0.424705,0.650702,0.052309,0.424727,0
0.003607,0.42479,0.644546,0.077416,0.424805,0
0.02117,0.443391,0.849808,0.93665,0.443896,1
0.017625,0.439834,0.821962,0.896227,0.440187,1
0.00342,0.425036,0.635132,0.056571,0.425049,0
0.018939,0.438755,0.818074,0.773153,0.439164,1
0.015469,0.443232,0.837561,0.828153,0.443501,1
0.017693,0.438993,0.827542,0.911529,0.439349,1
0.002326,0.42424,0.644095,0.057467,0.424247,0
0.003286,0.424898,0.662219,0.101428,0.42491,0
0.014495,0.444622,0.81549,0.810924,0.444858,1
0.002955,0.425517,0.645203,0.03481,0.425527,0
0.003444,0.424628,0.644837,0.058101,0.424642,0
0.015803,0.438862,0.86456,0.924104,0.439147,1
0.015183,0.4443,0.852433,0.850259,0.44456,1
0.00462,0.424832,0.651191,0.042033,0.424857,0
0.01605,0.441339,0.84272,0.925794,0.441631,1
0.002952,0.424295,0.64499,0.052364,0.424305,0
0.002717,0.424412,0.649049,0.051912,0.424421,0
0.015365,0.441768,0.831863,0.927759,0.442035,1
0.002807,0.424397,6.30E-01,0.035767,0.424406,0
0.003572,0.423926,0.643873,0.060253,0.423941,0
0.016992,0.44123,0.849251,0.848633,0.441557,1
0.004446,0.424824,0.651303,0.071082,0.424847,0
0.011443,0.444524,0.814415,0.865003,0.444672,1
0.002896,0.42488,0.649258,0.058011,0.42489,0
0.015139,0.4411,0.831128,0.864869,0.441359,1
0.003444,0.424362,0.652022,0.059403,0.424376,0
0.003611,0.424688,0.643191,0.040797,0.424704,0
0.012813,0.440988,0.827772,0.879971,0.441174,1
0.003593,0.425246,0.63857,0.046595,0.425262,0
0.002572,0.42482,0.644796,0.058478,0.424827,0
0.00349,0.425242,0.653348,0.072241,0.425257,0
0.016949,0.442314,0.803819,0.754963,0.442638,1
0.002877,0.424619,0.665957,0.114508,0.424629,0
0.003617,0.424961,0.649618,0.084011,0.424977,0
0.014199,0.443983,0.833315,0.852007,0.44421,1
0.002788,0.425054,0.649154,0.049647,0.425063,0
0.003472,0.424651,0.642551,0.063405,0.424665,0
0.014681,0.439859,0.843909,0.885094,0.440104,1
0.017728,0.438165,0.824382,0.844142,0.438523,1
0.015387,0.442754,0.881556,0.901901,0.443021,1
0.018551,0.443009,0.825543,0.845952,0.443397,1
0.01295,0.441135,0.820329,0.858671,0.441325,1
0.003154,0.424749,0.658381,0.06464,0.424761,0
0.017489,0.442102,0.855923,0.879592,0.442448,1
0.003244,0.423871,0.63709,0.039294,0.423884,0
0.017807,0.443981,0.864118,0.861493,0.444338,1
0.014335,0.437429,0.857868,0.867553,0.437664,1
0.003531,0.42464,0.666652,0.082764,0.424655,0
0.003034,0.424009,0.644195,0.04702,0.424019,0
0.015892,0.439118,0.835829,0.850774,0.439406,1
0.01572,0.440369,0.859464,0.925323,0.44065,1
0.013778,0.439546,0.802272,0.789892,0.439762,1
0.002775,0.42506,0.647533,0.033785,0.425069,0
0.003021,0.424433,0.647361,0.053978,0.424444,0
0.002529,0.423785,0.635272,0.044952,0.423793,0
0.019864,0.437285,0.84624,0.835036,0.437736,1
0.016405,0.441489,0.851118,0.907275,0.441794,1
0.003193,0.424251,0.634699,0.039947,0.424263,0
0.018002,0.441385,0.867909,0.889022,0.441752,1
0.002977,0.423981,0.638242,0.052883,0.423992,0
0.019659,0.439569,0.846178,0.882193,0.440009,1
0.003008,0.424977,0.643442,0.062072,0.424988,0
0.017972,0.440514,0.811443,0.789243,0.440881,1
0.003849,0.424651,0.65934,0.072191,0.424668,0
0.018532,0.441783,0.831924,0.847627,0.442171,1
0.004095,0.423483,0.64443,0.035037,0.423503,0
0.003288,0.424142,0.650068,0.044951,0.424155,0
0.003211,0.424509,0.648441,0.062754,0.424521,0
0.003641,0.424829,0.654147,0.061798,0.424845,0
0.015039,0.439759,0.86962,0.872208,0.440016,1
0.003383,0.424104,0.640913,0.066759,0.424117,0
0.003409,0.42428,0.636679,0.046701,0.424294,0
0.002643,0.424412,0.646118,0.060125,0.42442,0
0.002572,0.424991,0.656665,0.08812,0.424999,0
0.015265,0.44066,0.890797,0.935884,0.440924,1
0.002976,0.425333,0.658299,0.093343,0.425343,0
0.002898,0.42422,0.648402,0.082211,0.42423,0
0.003261,0.424724,0.641661,0.051259,0.424737,0
0.003825,0.424203,0.653149,0.062529,0.42422,0
0.016347,0.44155,0.807363,0.750414,0.441852,1
0.017696,0.443803,0.803692,0.790399,0.444156,1
0.013052,0.441466,0.799728,0.803937,0.441658,1
0.016276,0.441356,0.848034,0.896486,0.441656,1
0.018559,0.438815,0.839569,0.861537,0.439208,1
0.003019,0.424935,0.667611,0.087374,0.424945,0
0.014539,0.440653,0.845904,0.874845,0.440893,1
0.01313,0.44201,0.855106,0.878821,0.442205,1
0.00286,0.423779,0.656769,0.076717,0.423788,0
0.014522,0.439572,0.826839,0.796007,0.439811,1
0.016085,0.44127,0.84359,0.912415,0.441563,1
0.002768,0.424132,0.638308,0.027126,0.424141,0
0.016424,0.445361,0.812746,0.865682,0.445664,1
0.015688,0.441646,0.836514,0.828736,0.441924,1
0.015457,0.443047,0.866409,0.892045,0.443317,1
0.016004,0.443022,0.807601,0.781798,0.443311,1
0.003386,0.424868,0.644057,0.028973,0.424881,0
0.00359,0.424262,0.656145,0.086863,0.424277,0
0.020319,0.438954,0.861799,0.858104,0.439425,1
0.014944,0.441468,0.824708,0.834278,0.44172,1
0.017776,0.443381,0.836481,0.829767,0.443737,1
0.003173,0.424978,0.652379,0.092194,0.42499,0
0.01591,0.443907,0.828924,0.842949,0.444192,1
0.01451,0.443546,0.845659,0.914991,0.443783,1
0.016149,0.443707,0.83435,0.82847,0.444001,1
0.016992,0.440074,0.858818,0.888713,0.440402,1
0.017992,0.442587,0.830733,0.836814,0.442953,1
0.014567,0.440407,0.848762,0.899442,0.440648,1
0.003469,0.424048,0.668682,0.122813,0.424063,0
0.003259,0.423963,0.640889,0.046602,0.423976,0
0.003429,0.424224,0.653243,0.073985,0.424237,0
0.015216,0.442006,0.830781,0.83132,0.442268,1
0.015987,0.436975,0.8215,0.85608,0.437267,1
0.016252,0.438135,0.833286,0.785908,0.438436,1
0.01522,0.439823,0.8738,0.891407,0.440086,1
0.02146,0.441171,0.848345,0.931885,0.441693,1
0.013708,0.441495,0.822043,0.802478,0.441708,1
0.004092,0.424984,0.667933,0.086158,0.425004,0
0.014996,0.439134,0.849514,0.861821,0.43939,1
0.015796,0.443169,0.854903,0.89856,0.443451,1
0.016697,0.441405,0.846914,0.846094,0.44172,1
0.002587,0.424959,0.641841,0.046993,0.424967,0
0.002662,0.424307,0.646252,0.067282,0.424315,0
0.002892,0.424691,0.642982,0.040485,0.424701,0
0.002664,0.424482,0.644177,0.054427,0.42449,0
0.011483,0.444888,0.832066,0.90893,0.445036,1
0.004019,0.424266,0.641449,0.034195,0.424285,0
0.002491,0.425206,0.647509,0.075402,0.425214,0
0.00317,0.4246,0.644119,0.069897,0.424612,0
0.017866,0.439857,0.856652,0.907218,0.44022,1
0.003264,0.42414,0.656722,0.071205,0.424153,0
0.015658,0.442453,0.838033,0.838984,0.44273,1
0.002479,0.42421,0.649095,0.065501,0.424218,0
0.003033,0.424197,0.666387,0.078666,0.424208,0
0.004475,0.424208,0.643887,0.04442,0.424232,0
0.003081,0.423877,0.647569,0.090829,0.423889,0
0.003131,0.424304,0.637201,0.031135,0.424315,0
0.002796,0.424469,0.636378,0.033357,0.424478,0
0.016371,0.440179,0.834054,0.927733,0.440483,1
0.003978,0.42366,0.637344,0.033476,0.423678,0
0.016466,0.438997,0.824435,0.813509,0.439306,1
0.003443,0.424875,0.649442,0.052596,0.424889,0
0.016494,0.444709,0.831571,0.900381,0.445015,1
0.020341,0.437647,0.817404,0.774838,0.438119,1
0.00313,0.424806,0.648662,0.066195,0.424818,0
0.01733,0.439897,0.839163,0.889298,0.440238,1
0.013391,0.440416,0.826978,0.783254,0.44062,1
0.004149,0.424882,0.641012,0.049811,0.424902,0
0.003053,0.424692,0.650031,0.060847,0.424703,0
0.013463,0.442542,0.854754,0.863634,0.442746,1
0.002587,0.423319,0.634877,0.022427,0.423327,0
0.015649,0.442837,0.807051,0.824544,0.443113,1
0.017441,0.440132,0.837436,0.829105,0.440478,1
0.01634,0.444517,0.837055,0.83253,0.444817,1
0.003685,0.424655,0.653984,0.07144,0.424671,0
0.00295,0.424821,0.654937,0.073335,0.424831,0
0.019767,0.438878,0.852731,0.895398,0.439323,1
0.019572,0.43976,0.833649,0.831037,0.440195,1
0.015104,0.439359,0.809445,0.818828,0.439619,1
0.015359,0.438347,0.86616,0.824992,0.438616,1
0.002904,0.423901,0.639984,0.065147,0.423911,0
0.015319,0.442529,0.816146,0.859659,0.442795,1
0.016402,0.442602,0.836291,0.871061,0.442906,1
0.003006,0.425047,0.644568,0.055505,0.425057,0
0.003278,0.424915,0.656254,0.106532,0.424928,0
0.004067,0.424324,0.652279,0.062325,0.424343,0
0.002984,0.424285,0.644652,0.055058,0.424295,0
0.003528,0.424503,0.643932,0.037613,0.424518,0
0.003151,0.424838,0.652815,0.06752,0.424849,0
0.003203,0.424547,0.63887,0.0427,0.424559,0
0.012865,0.438009,0.819715,0.742467,0.438198,1
0.003745,0.424372,0.652828,0.056276,0.424388,0
0.003501,0.424114,0.64684,0.071769,0.424129,0
0.002958,0.424581,0.64086,0.038169,0.424591,0
0.002993,0.424609,0.636813,0.04573,0.42462,0
0.017999,0.440929,0.841348,0.837394,0.441296,1
0.003087,0.424476,0.651942,0.084235,0.424487,0
0.004112,0.424428,0.656753,0.083756,0.424448,0
0.017694,0.440853,0.849606,0.854474,0.441208,1
0.013572,0.440237,0.852215,0.896803,0.440446,1
0.003816,0.424549,0.641752,0.038716,0.424567,0
0.002837,0.424511,0.647799,0.072979,0.424521,0
0.003258,0.424433,0.639507,0.043505,0.424446,0
0.002595,0.424623,0.645973,0.090755,0.424631,0
0.015952,0.44169,0.842157,0.847985,0.441978,1
0.003248,0.424569,0.639218,0.056276,0.424582,0
0.018344,0.443953,0.834179,0.786795,0.444332,1
0.018215,0.441078,0.861674,0.843349,0.441454,1
0.00359,0.425086,0.637854,0.054138,0.425101,0
0.003543,0.42448,0.654588,0.077423,0.424494,0
0.021048,0.437763,0.850489,0.852755,0.438269,1
0.002897,0.424714,0.644228,0.044539,0.424723,0
0.003047,0.424428,0.641104,0.07667,0.424439,0
0.014555,0.439296,0.826779,0.844132,0.439537,1
0.003974,0.424664,0.642282,0.051434,0.424682,0
0.015538,0.441256,0.822348,0.846381,0.441529,1
0.003165,0.424814,0.642736,0.044618,0.424826,0
0.003047,0.424153,0.64102,0.051016,0.424164,0
0.017858,0.441472,0.819113,0.815353,0.441833,1
0.017522,0.441045,0.855612,0.840094,0.441393,1
0.003601,0.424885,0.66046,0.083056,0.424901,0
0.003234,0.424824,0.656405,0.087978,0.424836,0
0.015152,0.438767,0.860443,0.841786,0.439028,1
0.017073,0.441609,0.855266,0.853863,0.441939,1
0.016582,0.438279,0.820628,0.806999,0.438592,1
0.003008,0.424164,0.667607,0.094477,0.424175,0
0.004263,0.424568,0.648369,0.056948,0.42459,0
0.018368,0.439855,0.812277,0.816442,0.440239,1
0.00324,0.42475,0.655949,0.094744,0.424762,0
0.003146,0.424167,0.64716,0.070832,0.424178,0
0.014379,0.444261,0.841434,0.850784,0.444494,1
0.012191,0.445045,0.827563,0.840523,0.445211,1
0.018366,0.438226,0.861101,0.936586,0.43861,1
0.004154,0.42472,0.664317,0.107095,0.42474,0
0.003301,0.42425,0.653243,0.06419,0.424262,0
0.003295,0.424522,0.649111,0.063968,0.424534,0
0.013492,0.441042,0.85501,0.882863,0.441248,1
0.012411,0.440858,0.823351,0.863223,0.441032,1
0.00367,0.425063,0.683014,0.138136,0.425079,0
0.016244,0.440121,0.824797,0.874582,0.44042,1
0.003274,0.425353,0.648176,0.065659,0.425365,0
0.018065,0.440073,0.826406,0.828113,0.440443,1
0.013473,0.43655,0.818952,0.756526,0.436758,1
0.016125,0.440441,0.8505,0.89532,0.440736,1
0.014955,0.442395,0.811274,0.870835,0.442648,1
0.003833,0.424524,0.655054,0.06112,0.424541,0
0.003222,0.424517,0.641925,0.046399,0.424529,0
0.016267,0.441557,0.846478,0.838398,0.441856,1
0.0181,0.440916,0.815341,0.780537,0.441287,1
0.018951,0.436975,0.85612,0.928113,0.437385,1
0.018065,0.440543,0.831424,0.841345,0.440914,1
0.016245,0.443299,0.878587,0.949898,0.443597,1
0.013223,0.438265,0.817719,0.825434,0.438464,1
0.002554,0.424241,0.650765,0.070659,0.424249,0
0.015656,0.44249,0.851284,0.89393,0.442767,1
0.01738,0.440727,0.834193,0.895828,0.44107,1
0.018719,0.440706,0.834487,0.873377,0.441104,1
0.017853,0.440402,0.827531,0.798778,0.440764,1
0.014854,0.443498,0.860499,0.99134,0.443746,1
0.021626,0.438598,0.805244,0.845432,0.439131,1
0.012612,0.440245,0.824132,0.854011,0.440426,1
0.00356,0.424923,0.657187,0.08558,0.424937,0
0.019932,0.441234,0.828495,0.851161,0.441684,1
0.018535,0.442568,0.851139,0.836908,0.442956,1
0.002865,0.424925,0.651955,0.045003,0.424935,0
0.003487,0.425171,0.64977,0.084826,0.425186,0
0.003458,0.423786,0.644988,0.02894,0.4238,0
0.015435,0.441155,0.798734,0.774079,0.441425,1
0.016953,0.444775,0.815715,0.805882,0.445098,1
0.003102,0.424935,0.646167,0.076776,0.424946,0
0.003216,0.424526,0.646986,0.07531,0.424538,0
0.019023,0.440065,0.863249,0.89398,0.440476,1
0.003176,0.424205,0.64457,0.053834,0.424217,0
0.016487,0.44108,0.850539,0.979569,0.441388,1
0.016571,0.440594,0.83801,0.811119,0.440906,1
0.003528,0.425152,0.645566,0.06162,0.425167,0
0.017519,0.439386,0.811465,0.90263,0.439735,1
0.003459,0.424685,0.647459,0.058447,0.424699,0
0.015555,0.43967,0.838016,0.85612,0.439946,1
0.003346,0.424607,0.631659,0.031839,0.42462,0
0.016769,0.443787,0.834187,0.872301,0.444104,1
0.003618,0.424479,0.640756,0.042919,0.424494,0
0.003523,0.423567,0.638329,0.026713,0.423582,0
0.003618,0.424665,0.653791,0.065881,0.424681,0
0.003481,0.424102,0.635708,0.044136,0.424116,0
0.003461,0.425157,0.665036,0.104394,0.425171,0
0.002505,0.424873,0.646266,0.072478,0.424881,0
0.003461,0.425515,0.646694,0.049815,0.425529,0
0.019537,0.441345,0.814933,0.808899,0.441777,1
0.016001,0.437459,0.854162,0.888559,0.437752,1
0.018062,0.4397,0.86082,0.885636,0.44007,1
0.003819,0.424851,0.657869,0.076988,0.424869,0
0.018446,0.44036,0.828887,0.844039,0.440746,1
0.015351,0.43958,0.849531,0.924364,0.439848,1
0.003412,0.424068,0.632137,0.039566,0.424082,0
0.00374,0.424821,0.645041,0.097886,0.424837,0
0.012587,0.442692,0.826977,0.892527,0.442871,1
0.015966,0.443883,0.853862,0.889321,0.44417,1
0.002385,0.42434,0.654891,0.105026,0.424347,0
0.016635,0.440627,0.824301,0.808167,0.440941,1
0.003861,0.424763,0.643065,0.054245,0.424781,0
0.015048,0.439553,0.840548,0.827316,0.439811,1
0.002661,0.424447,0.661662,0.075911,0.424455,0
0.003351,0.424469,0.661717,0.078103,0.424482,0
0.002938,0.425038,0.642799,0.056168,0.425049,0
0.014521,0.439304,0.868328,0.92275,0.439544,1
0.017842,0.440842,0.819287,0.841423,0.441203,1
0.002266,0.424795,0.645832,0.035972,0.424801,0
0.003159,0.424007,0.63494,0.032482,0.424019,0
0.016963,0.439275,0.841064,0.850514,0.439603,1
0.003051,0.42465,0.657645,0.071842,0.424661,0
0.015219,0.43891,0.829587,0.800793,0.439174,1
0.002876,0.424312,0.653177,0.053746,0.424321,0
0.004018,0.425236,0.637973,0.051855,0.425255,0
0.002899,0.42485,0.631658,0.028371,0.42486,0
0.00374,0.424337,0.646779,0.056566,0.424353,0
0.015424,0.440144,0.848907,0.866354,0.440414,1
0.003349,0.425048,0.635935,0.043068,0.425061,0
0.003867,0.424381,0.65461,0.067562,0.424399,0
0.015437,0.443537,0.834314,0.82468,0.443806,1
0.017232,0.440147,0.828079,0.863762,0.440484,1
0.013214,0.440115,0.832767,0.753028,0.440313,1
0.01512,0.44311,0.821008,0.868619,0.443368,1
0.016367,0.439859,0.843133,0.874269,0.440164,1
0.018966,0.440286,0.831486,0.816012,0.440695,1
0.016693,0.43741,0.799413,0.80627,0.437728,1
0.002093,0.424005,0.646662,0.053704,0.42401,0
0.003245,0.423746,0.634962,0.038488,0.423758,0
0.002587,0.424142,0.654749,0.13892,0.42415,0
0.003852,0.424505,0.653221,0.078007,0.424523,0
0.016397,0.442545,0.818907,0.855964,0.442849,1
0.01686,0.44233,0.827938,0.876861,0.442652,1
0.013818,0.439613,0.855656,0.822353,0.43983,1
0.017567,0.442286,0.825259,0.801655,0.442635,1
0.017527,0.443312,0.85138,0.872366,0.443658,1
0.013143,0.443074,0.843191,0.836282,0.443269,1
0.015577,0.443934,0.815314,0.774794,0.444207,1
0.017391,0.438642,0.834837,0.835193,0.438987,1
0.003183,0.424918,0.646898,0.075347,0.42493,0
0.014943,0.439882,0.835126,0.871993,0.440136,1
0.003725,0.424007,0.651708,0.054015,0.424023,0
0.020598,0.439374,0.813882,0.802263,0.439856,1
0.002663,0.424667,0.657376,0.062992,0.424675,0
0.017628,0.445487,0.828917,0.846792,0.445835,1
0.016746,0.441193,0.837936,0.85258,0.44151,1
0.002559,0.424789,0.655759,0.082009,0.424797,0
0.003771,0.424988,0.658014,0.077975,0.425005,0
0.016856,0.440936,0.835751,0.812997,0.441258,1
0.015942,0.440823,0.854927,0.824891,0.441111,1
0.003807,0.425041,0.661132,0.093209,0.425058,0
0.020067,0.439779,0.845776,0.880008,0.440236,1
0.003471,0.424895,0.647071,0.084331,0.424909,0
0.002066,0.424952,0.647376,0.08812,0.424957,0
0.02137,0.440475,0.820124,0.852583,0.440993,1
0.003406,0.424135,0.646118,0.044914,0.424148,0
0.003424,0.42425,0.638155,0.035169,0.424264,0
0.003004,0.424467,0.651108,0.056508,0.424478,0
0.015564,0.442862,0.827245,0.834201,0.443136,1
0.002573,0.423981,0.639167,0.043422,0.423989,0
0.015664,0.440349,0.812233,0.792391,0.440628,1
0.00368,0.424896,0.639606,0.039963,0.424912,0
0.002884,0.424931,0.651538,0.057525,0.42494,0
0.017715,0.441259,0.850004,0.845623,0.441614,1
0.003216,0.424927,0.64317,0.049257,0.42494,0
0.017931,0.442963,0.832497,0.870247,0.443325,1
0.002764,0.424663,0.641702,0.083073,0.424672,0
0.018653,0.442818,0.884443,0.905955,0.44321,1
0.014019,0.443043,0.830731,0.825634,0.443264,1
0.013512,0.442541,0.856624,0.860275,0.442747,1
0.014812,0.442847,0.828281,0.858875,0.443094,1
0.003356,0.424274,0.640129,0.032487,0.424287,0
0.003608,0.424722,0.652721,0.07452,0.424737,0
0.013857,0.44592,0.831556,0.865348,0.446135,1
0.0178,0.437551,0.852541,0.818212,0.437913,1
0.016298,0.437294,0.834079,0.795459,0.437597,1
0.014636,0.441821,0.886717,0.978502,0.442063,1
0.002359,0.424128,0.640915,0.053698,0.424134,0
0.013502,0.442192,0.820922,0.79363,0.442398,1
0.017362,0.442187,0.822508,0.810417,0.442527,1
0.003735,0.423816,0.647552,0.058491,0.423832,0
0.00279,0.424261,0.645339,0.110697,0.42427,0
0.014852,0.43987,0.839318,0.868042,0.44012,1
0.003439,0.424879,0.642403,0.072656,0.424893,0
0.014935,0.442581,0.851093,0.851628,0.442833,1
0.00302,0.424509,0.641827,0.053538,0.42452,0
0.013885,0.44062,0.852709,0.832212,0.440839,1
0.004054,0.424025,0.653091,0.059316,0.424044,0
0.015352,0.440206,0.833751,0.814915,0.440474,1
0.015935,0.440449,0.827921,0.860233,0.440737,1
0.002494,0.424574,0.662373,0.066329,0.424581,0
0.017038,0.440349,0.846399,0.904873,0.440678,1
0.003085,0.424577,0.641928,0.039729,0.424588,0
0.017198,0.443136,0.838415,0.910839,0.443469,1
0.003759,0.424237,0.65283,0.062419,0.424254,0
0.003072,0.424715,0.658588,0.091754,0.424726,0
0.012176,0.444767,0.840656,0.836796,0.444934,1
0.015143,0.440521,0.848598,0.844701,0.440781,1
0.013048,0.445582,0.84146,0.887994,0.445773,1
0.002857,0.424579,0.651166,0.072725,0.424588,0
0.018784,0.442145,0.830463,0.835049,0.442544,1
0.017421,0.442596,0.845004,0.890907,0.442938,1
0.017997,0.438319,0.812889,0.775149,0.438688,1
0.014821,0.440121,0.837617,0.870129,0.44037,1
0.002847,0.4247,0.657111,0.071768,0.424709,0
0.018792,0.43804,0.887137,0.930214,0.438442,1
0.015194,0.441334,0.835611,0.870616,0.441595,1
0.017613,0.440426,0.828901,0.832993,0.440778,1
0.003338,0.424526,0.663051,0.08844,0.424539,0
0.019538,0.435507,0.879386,0.947696,0.435945,1
0.003036,0.424857,0.648245,0.076791,0.424867,0
0.016054,0.440095,0.834203,0.820096,0.440388,1
0.017509,0.44167,0.827174,0.858885,0.442017,1
0.016034,0.442905,0.842723,0.858006,0.443195,1
0.003361,0.424725,0.646186,0.037505,0.424738,0
0.014921,0.440879,0.820055,0.794818,0.441131,1
0.003181,0.424629,0.646373,0.066434,0.42464,0
0.014379,0.444734,0.822031,0.885591,0.444966,1
0.018635,0.441141,0.804019,0.831408,0.441535,1
0.00326,0.424458,0.646787,0.048829,0.42447,0
0.020357,0.436306,0.840341,0.832452,0.436781,1
0.002365,0.425044,0.649365,0.043392,0.42505,0
0.003821,0.424479,0.643881,0.051219,0.424496,0
0.003251,0.425155,0.64931,0.103005,0.425167,0
0.015666,0.436961,0.826446,0.794005,0.437242,1
0.003806,0.425351,0.642055,0.084682,0.425368,0
0.003183,0.425328,0.663164,0.096657,0.42534,0
0.019935,0.443935,0.873555,0.904667,0.444382,1
0.003536,0.42459,0.654281,0.0627,0.424604,0
0.003433,0.424609,0.633559,0.021921,0.424622,0
0.00343,0.424435,0.6471,0.05491,0.424448,0
0.003253,0.424009,0.6542,0.077814,0.424022,0
0.003428,0.424162,0.65915,0.06072,0.424176,0
0.014032,0.443512,0.872739,0.891862,0.443734,1
0.004115,0.424591,0.647836,0.057137,0.424611,0
0.014992,0.443975,0.854454,0.860564,0.444228,1
0.015462,0.439134,0.831668,0.820948,0.439406,1
0.016849,0.440453,0.828875,0.839375,0.440775,1
0.003434,0.424406,0.659682,0.060323,0.424419,0
0.016171,0.439999,0.833799,0.810511,0.440296,1
0.016276,0.438899,0.824275,0.813667,0.439201,1
0.016355,0.440498,0.838924,0.832429,0.440801,1
0.003345,0.424056,0.664222,0.094268,0.42407,0
0.018465,0.44093,0.848201,0.822382,0.441317,1
0.015695,0.444571,0.835343,0.894687,0.444848,1
0.016198,0.443843,0.84661,0.925469,0.444138,1
0.003811,0.424904,0.655456,0.071556,0.424921,0
0.016371,0.439883,0.810253,0.758572,0.440188,1
0.002213,0.424678,0.642394,0.062052,0.424684,0
0.016257,0.441271,0.87142,0.934609,0.44157,1
0.018563,0.44032,0.836622,0.792935,0.440711,1
0.015694,0.439458,0.849219,0.853682,0.439739,1
0.015637,0.439718,0.843575,0.852343,0.439996,1
0.015218,0.441044,0.845798,0.839725,0.441306,1
0.00373,0.425985,0.643547,0.062257,0.426001,0
0.002678,0.424672,0.659733,0.111651,0.42468,0
0.00277,0.424404,0.643927,0.04638,0.424413,0
0.002939,0.424435,0.646187,0.064961,0.424445,0
0.002578,0.424683,0.63177,0.025747,0.42469,0
0.015887,0.443645,0.861819,0.8718,0.443929,1
0.017915,0.444093,0.828188,0.818892,0.444454,1
0.004338,0.424851,0.641137,0.037786,0.424873,0
0.016446,0.441158,0.833137,0.859953,0.441464,1
0.003609,0.424447,0.647488,0.057094,0.424463,0
0.017504,0.442262,0.849617,0.884914,0.442608,1
0.003408,0.424432,0.649628,0.077238,0.424445,0
0.018033,0.443198,0.823745,0.874657,0.443565,1
0.003422,0.42503,0.650064,0.054475,0.425044,0
0.003459,0.424475,0.661487,0.070202,0.424489,0
0.003256,0.424085,0.63785,0.038523,0.424098,0
0.002832,0.424537,0.658009,0.057839,0.424547,0
0.00347,0.424611,0.65267,0.065925,0.424626,0
0.016605,0.437728,0.842095,0.905314,0.438043,1
0.015351,0.440674,0.858868,0.924248,0.440941,1
0.017831,0.444309,0.847757,0.875509,0.444667,1
0.01794,0.441202,0.871659,0.93124,0.441567,1
0.015539,0.440978,0.866046,0.935328,0.441252,1
0.002879,0.424271,0.635813,0.045765,0.424281,0
0.003263,0.424447,0.640389,0.055617,0.424459,0
0.016957,0.440219,0.878068,0.980538,0.440545,1
0.003429,0.424258,0.658687,0.07944,0.424272,0
0.015421,0.43956,0.830933,0.883977,0.43983,1
0.018492,0.440638,0.838716,0.843588,0.441026,1
0.00259,0.425085,0.655281,0.064092,0.425093,0
0.003392,0.424757,0.64994,0.065775,0.42477,0
0.01665,0.44086,0.831178,0.842422,0.441175,1
0.002806,0.424032,0.644233,0.055493,0.424041,0
0.002411,0.424238,0.63633,0.042762,0.424245,0
0.017063,0.440257,0.805515,0.816351,0.440587,1
0.018127,0.442162,0.839206,0.873772,0.442533,1
0.016352,0.440482,0.856502,0.876877,0.440786,1
0.019049,0.440924,0.825503,0.898238,0.441335,1
0.015415,0.442806,0.804838,0.837253,0.443074,1
0.003709,0.424359,0.637264,0.043669,0.424376,0
0.01626,0.443049,0.82567,0.760379,0.443347,1
0.003079,0.424469,0.643813,0.05024,0.42448,0
0.002355,0.425258,0.640652,0.041001,0.425265,0
0.002783,0.424239,0.636024,0.033263,0.424248,0
0.016168,0.443001,0.856427,0.896782,0.443296,1
0.001985,0.424733,0.642109,0.066219,0.424738,0
