mean,std,max,min,skewness,kurtosis,peak_to_peak,rms,pulse_rate,avg_systolic_amp,avg_diastolic_amp,reflection_index,augmentation_index,systolic_time,diastolic_time,Label
0.003744634,0.42437163,0.652827851,-0.640949776,-0.012608318,-1.491195612,1.293777627,0.424388151,102.739726,0.641608676,-0.630528599,-0.982730787,1.982730787,0.744,1.067,0
0.003501131,0.424114149,0.646840128,-0.656163175,-0.015207745,-1.494997595,1.303003303,0.4241286,89.35219657,0.634512878,-0.647675212,-1.020743998,2.020743998,0.5225,0.8555,0
0.002957743,0.424580727,0.64086031,-0.642136287,-0.016898859,-1.492938065,1.282996597,0.424591029,80.75370121,0.632041832,-0.641044652,-1.014244025,2.014244025,0.8805,1.084,0
0.002992792,0.424609287,0.636813405,-0.650685242,-0.012489923,-1.497366611,1.287498647,0.424619834,70.25761124,0.630353785,-0.638110261,-1.012304957,2.012304957,0.4245,1.088,0
0.017998806,0.440928786,0.841348118,-0.917513245,-0.052746644,-1.439920775,1.758861363,0.441295991,86.45533141,0.824685351,-0.91355049,-1.107756417,2.107756417,0.5675,0.683,1
0.003087433,0.424476208,0.651942232,-0.658482277,-0.012064865,-1.492176684,1.310424509,0.424487436,78.94736842,0.64033937,-0.652182573,-1.018495197,2.018495197,0.6535,0.959,0
0.004112182,0.42442806,0.656753127,-0.653387299,-0.014689152,-1.494044074,1.310140426,0.424447981,79.15567282,0.642849116,-0.64373815,-1.00138296,2.00138296,0.4345,0.993,0
0.017694051,0.440852734,0.849606121,-0.919425104,-0.059319741,-1.460163708,1.769031225,0.441207675,101.2658228,0.774557463,-0.904666964,-1.167979146,2.167979146,0.6695,0.9155,1
0.013572339,0.440236822,0.852214928,-0.942019408,-0.082794407,-1.421058256,1.794234336,0.440445988,77.97270955,0.822969745,-0.913886408,-1.110473883,2.110473883,0.416,0.8575,1
0.00381622,0.424549394,0.641752031,-0.641571078,-0.008728858,-1.495558942,1.283323109,0.424566545,96.93053312,0.560380885,-0.636072499,-1.135071728,2.135071728,0.560666667,0.970666667,0
0.002836943,0.42451132,0.647799492,-0.655923726,-0.010615903,-1.490845887,1.303723218,0.4245208,102.739726,0.643896918,-0.637357957,-0.989844708,1.989844708,0.737,1.2015,0
0.003257614,0.424433308,0.639506655,-0.646666923,-0.013650618,-1.492776004,1.286173578,0.424445809,97.19222462,0.630159918,-0.639940431,-1.015520684,2.015520684,0.738333333,0.916666667,0
0.002595068,0.424623101,0.645973461,-0.668333335,-0.012642574,-1.492707878,1.314306796,0.424631031,81.13590264,0.641851351,-0.646949535,-1.007942936,2.007942936,0.8825,1.379,0
0.015951866,0.441690043,0.842156776,-0.923010672,-0.071466491,-1.459119918,1.765167448,0.441978004,82.6446281,0.799485395,-0.908441253,-1.136282488,2.136282488,0.77,1.2195,1
0.003247639,0.424569351,0.639217853,-0.654559713,-0.012913676,-1.491458728,1.293777566,0.424581772,71.98560288,0.63432823,-0.635417595,-1.001717352,2.001717352,0.655,1.164,0
0.01834431,0.443953193,0.834179158,-0.89455448,-0.067322674,-1.447803519,1.728733638,0.444332029,77.36943907,0.815870505,-0.887706857,-1.088048718,2.088048718,0.4845,1.116,1
0.018214601,0.441078357,0.861673955,-0.900733187,-0.071441305,-1.438313742,1.762407142,0.441454288,104.5296167,0.762698877,-0.874703151,-1.146852548,2.146852548,0.726,1.122,1
0.003589541,0.425085615,0.637853686,-0.654651438,-0.014541299,-1.488730217,1.292505124,0.42510077,80.86253369,0.635441529,-0.639365175,-1.006174677,2.006174677,0.7435,1.1895,0
0.003542635,0.424479682,0.654588284,-0.651780431,-0.014779905,-1.488650574,1.306368715,0.424494465,97.03504043,0.542167611,-0.644649895,-1.18902325,2.18902325,0.560666667,0.749333333,0
0.021047779,0.437762954,0.850488541,-0.917518842,-0.088276105,-1.421824677,1.768007383,0.438268654,71.47111376,0.818505699,-0.888560418,-1.085588553,2.085588553,0.4815,0.6315,1
0.002897286,0.424713534,0.644228394,-0.642561941,-0.011556315,-1.489043607,1.286790335,0.424723416,80.80808081,0.638834,-0.637303667,-0.99760449,1.99760449,0.8845,1.1995,0
0.003046985,0.424428109,0.641103757,-0.664816892,-0.016197939,-1.489967616,1.305920649,0.424439046,71.85628743,0.633442875,-0.655525468,-1.034861222,2.034861222,0.6485,1.2985,0
0.014555003,0.439296346,0.826779404,-0.936093906,-0.067341585,-1.432858369,1.76287331,0.439537402,98.9010989,0.692853275,-0.901200727,-1.300709343,2.300709343,0.699,1.132,1
0.003973584,0.424663639,0.642281835,-0.648613188,-0.01359994,-1.496133452,1.290895023,0.424682229,81.24576845,0.633583623,-0.646219524,-1.019943542,2.019943542,0.884,1.3405,0
0.015537649,0.441255953,0.822347718,-0.941864282,-0.078892348,-1.44242171,1.764212,0.441529427,92.23674097,0.76774113,-0.935006343,-1.217866682,2.217866682,0.7145,0.8965,1
0.003165328,0.424813829,0.64273648,-0.644100335,-0.014456689,-1.493428767,1.286836815,0.424825622,79.26023778,0.635873707,-0.643663409,-1.012250392,2.012250392,0.525,0.9855,0
0.003046685,0.424153115,0.641019958,-0.649626052,-0.012104127,-1.491020334,1.29064601,0.424164057,106.0070671,0.513953807,-0.639349375,-1.243982176,2.243982176,0.559666667,0.688333333,0
0.017858172,0.441472285,0.819112728,-0.92662526,-0.084504052,-1.419054432,1.745737988,0.441833332,94.88666315,0.685037111,-0.898073522,-1.310985212,2.310985212,0.677,1.069,1
0.017521531,0.441045184,0.855612002,-0.904857152,-0.044860053,-1.447700705,1.760469154,0.441393088,87.27272727,0.839269659,-0.897503377,-1.069386182,2.069386182,0.6195,1.1225,1
0.003600741,0.424885415,0.660460005,-0.6492633,-0.014223454,-1.494674862,1.309723305,0.424900672,103.5375324,0.641683919,-0.640631776,-0.99836034,1.99836034,0.746,0.9635,0
0.003233535,0.424823682,0.656405432,-0.656248205,-0.011610365,-1.492958821,1.312653637,0.424835988,103.2702238,0.644693637,-0.646902332,-1.003425961,2.003425961,0.7395,1.0845,0
0.015151721,0.43876663,0.860443444,-0.901032425,-0.076457061,-1.451394203,1.761475869,0.439028166,116.8831169,0.661586086,-0.880178104,-1.330406009,2.330406009,0.725,0.952333333,1
0.017072683,0.441608814,0.855266377,-0.913400227,-0.052006179,-1.448857153,1.768666604,0.441938708,116.8831169,0.707901129,-0.892897122,-1.261330271,2.261330271,0.727,0.959666667,1
0.016582089,0.438278696,0.820628286,-0.920136185,-0.07241843,-1.448176322,1.740764471,0.438592272,100.0834028,0.790366588,-0.89696248,-1.134868925,2.134868925,0.664,0.8415,1
0.003008097,0.424164327,0.667607067,-0.648915973,-0.010740273,-1.492845471,1.31652304,0.424174993,79.20792079,0.652870627,-0.641936104,-0.983251624,1.983251624,0.526,0.859,0
0.004263209,0.424568189,0.648369005,-0.645808807,-0.013865851,-1.492206119,1.294177812,0.424589593,80.97165992,0.640597005,-0.64001771,-0.999095696,1.999095696,0.737,1.0875,0
0.018368035,0.439855241,0.812276589,-0.934109827,-0.077202917,-1.446632328,1.746386416,0.440238592,78.53403141,0.798316339,-0.903862444,-1.132210879,2.132210879,0.5415,0.734,1
0.003240283,0.424750022,0.655948772,-0.660732971,-0.012400267,-1.489160266,1.316681743,0.424762381,96.98275862,0.643067454,-0.65037775,-1.011367853,2.011367853,0.732,0.848,0
0.003146125,0.424166606,0.647160277,-0.655284886,-0.012589899,-1.49294945,1.302445163,0.424178274,89.75317876,0.637747996,-0.645562968,-1.012254013,2.012254013,0.6545,1.0855,0
0.014378731,0.444261191,0.841433825,-0.925400058,-0.077408615,-1.434252672,1.766833883,0.444493818,100.7556675,0.829021198,-0.90821308,-1.095524556,2.095524556,0.72,0.84,1
0.012191163,0.445044511,0.827562939,-0.933160931,-0.083623725,-1.43019638,1.76072387,0.445211457,94.68700684,0.686914668,-0.90711018,-1.320557301,2.320557301,0.674666667,1.067333333,1
0.018365817,0.43822574,0.861100939,-0.956819782,-0.074859917,-1.448907407,1.817920721,0.438610422,85.71428571,0.803908191,-0.90408292,-1.124609662,2.124609662,0.488,0.6855,1
0.004153589,0.42471994,0.664317438,-0.659718889,-0.009995976,-1.490538808,1.324036327,0.42474025,79.0513834,0.6456764,-0.651719383,-1.009359151,2.009359151,0.6495,0.957,0
0.003301007,0.424249644,0.653243424,-0.645246358,-0.01413212,-1.492783302,1.298489782,0.424262486,80.80808081,0.640595224,-0.636920927,-0.994264244,1.994264244,0.741,0.9565,0
0.003294612,0.424521655,0.649111007,-0.649247211,-0.014284891,-1.48976702,1.298358218,0.424534439,78.63695937,0.642529827,-0.648562225,-1.00938851,2.00938851,0.326,0.6815,0
0.013491726,0.441041603,0.855010102,-0.930923529,-0.063833901,-1.441538148,1.785933631,0.441247915,108.6956522,0.709686785,-0.915885858,-1.290549406,2.290549406,0.751333333,0.958,1
0.012410601,0.440857811,0.823351182,-0.950889164,-0.064652374,-1.422015408,1.774240346,0.441032462,87.20930233,0.801077393,-0.943196378,-1.177409806,2.177409806,0.4965,0.793,1
0.003670489,0.425063153,0.683014248,-0.659503866,-0.012098484,-1.490911974,1.342518114,0.425079,96.98275862,0.646059691,-0.648134853,-1.003212028,2.003212028,0.737,1.085,0
0.016244004,0.440120623,0.824796943,-0.956205961,-0.074211495,-1.438352171,1.781002904,0.440420288,79.10349374,0.802014724,-0.84443547,-1.052892727,2.052892727,0.663,0.988,1
0.00327367,0.425352611,0.648175628,-0.651189535,-0.013613067,-1.492057601,1.299365163,0.425365209,108.0432173,0.639695905,-0.63709955,-0.995941267,1.995941267,0.798666667,1.100333333,0
0.018065203,0.440072856,0.82640603,-0.926928944,-0.087836095,-1.414192323,1.753334974,0.440443492,70.58823529,0.812990983,-0.925151432,-1.137960262,2.137960262,0.483,0.652,1
0.013472509,0.436550001,0.81895243,-0.891759682,-0.054033672,-1.437769773,1.710712112,0.436757841,91.67303285,0.796849669,-0.870938318,-1.092976945,2.092976945,0.832,1.1735,1
0.016125389,0.440440911,0.850499889,-0.942851392,-0.062559535,-1.428990005,1.793351281,0.440736003,78.48266841,0.817329508,-0.908506635,-1.111554918,2.111554918,0.536,0.847,1
0.014954943,0.442394852,0.811273853,-0.967498177,-0.084422125,-1.437734204,1.77877203,0.442647552,82.70158511,0.801336457,-0.911046448,-1.136908772,2.136908772,0.6715,0.886,1
0.003833316,0.424523541,0.655053579,-0.641608485,-0.01197637,-1.494489454,1.296662064,0.424540848,104.6207498,0.639927165,-0.637117789,-0.99560985,1.99560985,0.7425,1.0675,0
0.003221955,0.424517168,0.641925473,-0.645971701,-0.010625362,-1.494391421,1.287897174,0.424529395,97.13977334,0.629308128,-0.639375263,-1.015997147,2.015997147,0.736,1.101,0
0.016267371,0.441556699,0.846477638,-0.91298161,-0.080372674,-1.42809295,1.759459248,0.441856251,81.96721311,0.782435829,-0.886527621,-1.133035563,2.133035563,0.8315,1.2855,1
0.018099921,0.440915565,0.815340997,-0.90966716,-0.07581847,-1.420884653,1.725008157,0.441286916,89.48545861,0.801214933,-0.882990578,-1.102064554,2.102064554,0.8175,1.0015,1
0.018951383,0.436974581,0.856119824,-0.956756026,-0.070054026,-1.455205338,1.81287585,0.437385345,77.17041801,0.794748441,-0.894677948,-1.125737279,2.125737279,0.477,0.8945,1
0.01806512,0.440543407,0.831424124,-0.929790233,-0.06874523,-1.417975207,1.761214357,0.440913645,101.6088061,0.801132835,-0.86852332,-1.08411899,2.08411899,0.7175,0.998,1
0.016245331,0.443299281,0.87858657,-0.947260282,-0.067928993,-1.430076699,1.825846852,0.443596848,70.62978222,0.842178084,-0.929087296,-1.103195765,2.103195765,0.412,0.656,1
0.013223292,0.438264996,0.817719094,-0.934021178,-0.082648725,-1.414536575,1.751740272,0.438464436,83.0449827,0.773496582,-0.896961424,-1.159619118,2.159619118,0.8295,1.2,1
0.002553751,0.424240903,0.650764645,-0.651576998,-0.011583822,-1.490178077,1.302341643,0.424248589,78.74015748,0.638983692,-0.647192532,-1.012846713,2.012846713,0.4295,0.539,0
0.015656259,0.442490046,0.85128353,-0.941239181,-0.062512828,-1.44000322,1.792522711,0.442766936,82.53094911,0.79793109,-0.901753464,-1.13011446,2.13011446,0.823,1.4505,1
0.01738047,0.440727235,0.834192904,-0.959459869,-0.073994128,-1.428774473,1.793652773,0.441069809,86.64259928,0.803621555,-0.937544856,-1.166649712,2.166649712,0.565,0.738,1
0.018718818,0.440706196,0.834486762,-0.945799604,-0.078183162,-1.433589895,1.780286366,0.441103554,78.53403141,0.821662877,-0.921466008,-1.121464817,2.121464817,0.489,0.655,1
0.01785286,0.440402398,0.827531267,-0.908337917,-0.067793943,-1.455336091,1.735869184,0.440764106,82.53094911,0.80265628,-0.893338254,-1.112977343,2.112977343,0.8325,1.221,1
0.014854119,0.443497741,0.860498586,-0.990023317,-0.069181094,-1.435932094,1.850521903,0.443746427,84.80565371,0.81981893,-0.890641495,-1.086388058,2.086388058,0.4965,1.0025,1
0.021626056,0.438597725,0.805244322,-0.958402697,-0.079199555,-1.442582281,1.763647019,0.439130563,91.53318078,0.7827124,-0.929718495,-1.187816233,2.187816233,0.7635,1.074,1
0.012611722,0.440245025,0.824131589,-0.944623255,-0.074180162,-1.450954332,1.768754844,0.440425632,77.17041801,0.792259749,-0.918245386,-1.15902062,2.15902062,0.4085,0.66,1
0.003560185,0.424922579,0.657187435,-0.654038315,-0.01484622,-1.492329324,1.31122575,0.424937493,97.2972973,0.634534886,-0.640926281,-1.010072567,2.010072567,0.663333333,1.041,0
0.019932065,0.441234007,0.828494952,-0.938563071,-0.056112334,-1.453255619,1.767058023,0.441683978,82.24811515,0.813928412,-0.914397651,-1.123437439,2.123437439,0.8245,1.3995,1
0.018535425,0.442567641,0.851138709,-0.90743282,-0.059275366,-1.443063973,1.758571529,0.442955617,70.58823529,0.822359343,-0.883217248,-1.074004029,2.074004029,0.42,1.02,1
0.002865368,0.424924971,0.651955251,-0.635110369,-0.011631317,-1.491959954,1.28706562,0.424934632,81.13590264,0.642747721,-0.631863113,-0.983065505,1.983065505,0.7415,0.9585,0
0.003486607,0.425171257,0.649769555,-0.661007531,-0.015590024,-1.492866122,1.310777086,0.425185553,70.38123167,0.637404834,-0.650374527,-1.020347655,2.020347655,0.43,0.629,0
0.00345762,0.423785728,0.644987929,-0.632514315,-0.012852914,-1.494521138,1.277502244,0.423799832,107.9784043,0.636975645,-0.631926134,-0.992072678,1.992072678,0.799333333,1.062333333,0
0.015434871,0.441154943,0.798734208,-0.922428816,-0.08342904,-1.454769661,1.721163024,0.441424874,76.48183556,0.781355455,-0.907018222,-1.160826633,2.160826633,0.477,0.636,1
0.016952952,0.444774543,0.815714882,-0.924384447,-0.083374077,-1.429653099,1.740099329,0.445097514,79.89347537,0.807220829,-0.904161631,-1.120092048,2.120092048,0.574,0.844,1
0.00310191,0.424934737,0.646167361,-0.65981683,-0.016541969,-1.489387569,1.305984191,0.424946059,79.36507937,0.642437696,-0.647398589,-1.007721982,2.007721982,0.656,1.0705,0
0.003215688,0.424526257,0.64698572,-0.658124826,-0.014352075,-1.494199165,1.305110546,0.424538436,88.823094,0.633478349,-0.651070795,-1.027771186,2.027771186,0.6465,1.2,0
0.019023092,0.44006465,0.86324855,-0.929304822,-0.06722757,-1.432675236,1.792553372,0.440475622,101.2658228,0.793169942,-0.912147537,-1.150002652,2.150002652,0.7115,1.0785,1
0.003176255,0.424204999,0.644569765,-0.647753957,-0.008745112,-1.493331917,1.292323722,0.42421689,80.75370121,0.638901035,-0.646252371,-1.011506219,2.011506219,0.882,0.9875,0
0.016486624,0.441080057,0.850539424,-0.992973823,-0.070398916,-1.433384888,1.843513247,0.441388067,89.28571429,0.841645907,-0.949628965,-1.128299867,2.128299867,0.7585,1.124,1
0.016571426,0.440593996,0.838010388,-0.905207027,-0.074433143,-1.436777672,1.743217415,0.440905524,101.6949153,0.810089884,-0.89582221,-1.105830633,2.105830633,0.6605,0.897,1
0.003527671,0.425152322,0.645565996,-0.65139365,-0.012341748,-1.491612348,1.296959646,0.425166957,89.28571429,0.635653302,-0.645306836,-1.015186791,2.015186791,0.526,0.6315,0
0.017519017,0.439385649,0.811464994,-0.986237665,-0.06045605,-1.441545605,1.797702659,0.439734766,77.17041801,0.799196926,-0.892442963,-1.116674669,2.116674669,0.415,0.98,1
0.003458596,0.424684865,0.647458877,-0.647612452,-0.01020224,-1.490508452,1.295071329,0.424698948,97.71986971,0.636559858,-0.638606018,-1.003214404,2.003214404,0.668,1.028666667,0
0.015554973,0.439670446,0.838015735,-0.931995489,-0.06827135,-1.446510752,1.770011224,0.439945518,78.17589577,0.774027509,-0.904343974,-1.168361543,2.168361543,0.8285,1.5,1
0.003346142,0.424607241,0.631658864,-0.647568864,-0.010082345,-1.490566397,1.279227728,0.424620426,97.93253536,0.513774181,-0.640287529,-1.246243102,2.246243102,0.560666667,0.976333333,0
0.016769426,0.443787461,0.83418655,-0.945458683,-0.082537982,-1.427481641,1.779645233,0.444104181,79.0513834,0.826389198,-0.898177742,-1.086870139,2.086870139,0.667,1.111,1
0.003618109,0.42447859,0.640756316,-0.645068813,-0.014100551,-1.48945648,1.285825129,0.42449401,80.86253369,0.627812591,-0.635053532,-1.011533602,2.011533602,0.8835,1.4385,0
0.003523064,0.423567099,0.638328679,-0.63784727,-0.015545262,-1.491748509,1.276175949,0.423581751,97.24473258,0.526348717,-0.629530031,-1.196032232,2.196032232,0.560333333,0.898,0
0.003617621,0.424665116,0.653791476,-0.645705159,-0.012226583,-1.491646528,1.299496635,0.424680524,97.45533297,0.638586159,-0.640783977,-1.003441695,2.003441695,0.736333333,1.059,0
0.00348118,0.42410195,0.635708271,-0.650841544,-0.012400573,-1.492292961,1.286549815,0.424116238,97.87928222,0.629439848,-0.639422439,-1.015859483,2.015859483,0.668666667,0.852333333,0
0.003460601,0.425156775,0.665035861,-0.657391892,-0.012643947,-1.489291777,1.322427753,0.425170859,117.2638436,0.542379614,-0.647342097,-1.193522176,2.193522176,0.558333333,0.686,0
0.00250546,0.424873226,0.646266453,-0.657158212,-0.013266914,-1.492815114,1.303424665,0.424880613,97.56097561,0.572279774,-0.646309102,-1.129358631,2.129358631,0.566333333,0.882333333,0
0.003461065,0.425515215,0.646693726,-0.643237111,-0.014066069,-1.490631673,1.289930837,0.42552929,97.66684753,0.632478956,-0.638558368,-1.009612039,2.009612039,0.736666667,0.942666667,0
0.019536969,0.441345224,0.814932684,-0.926962231,-0.08381869,-1.441584611,1.741894915,0.441777432,72.07207207,0.805411077,-0.910079898,-1.129957016,2.129957016,0.488,0.9965,1
0.016000853,0.437459458,0.854162443,-0.935162996,-0.061036691,-1.446633683,1.789325439,0.43775199,69.2440854,0.818834056,-0.903333066,-1.103194303,2.103194303,0.618,1.006,1
0.018061613,0.439699664,0.860820249,-0.926764652,-0.053914255,-1.438598773,1.787584901,0.440070468,88.17046289,0.797730639,-0.897057248,-1.124511463,2.124511463,0.502,0.7845,1
0.003818631,0.424851369,0.657869445,-0.648240656,-0.01449826,-1.494822463,1.306110101,0.424868529,80.42895442,0.645740985,-0.634073929,-0.981932298,1.981932298,0.878,0.988,0
0.018446056,0.440359554,0.828887282,-0.933930986,-0.066738638,-1.434602445,1.762818268,0.440745724,101.7811705,0.796392186,-0.909417738,-1.141921975,2.141921975,0.671,0.892,1
0.015351401,0.439579666,0.849530898,-0.961113313,-0.073904532,-1.409313274,1.810644211,0.439847642,72.55139057,0.832572522,-0.951941823,-1.143374057,2.143374057,0.5685,1.0195,1
0.003411978,0.424068281,0.632137188,-0.651691994,-0.014190435,-1.491018372,1.283829182,0.424082006,97.03504043,0.622598145,-0.648974617,-1.042365164,2.042365164,0.735666667,1.005333333,0
0.003740244,0.424820964,0.645040785,-0.673511998,-0.01331341,-1.491875836,1.318552783,0.424837429,80.53691275,0.627317226,-0.653013799,-1.040962645,2.040962645,0.8835,1.167,0
0.012586656,0.442691929,0.826976882,-0.964711489,-0.079320692,-1.437612446,1.791688371,0.442870825,87.08272859,0.795945341,-0.953689991,-1.19818528,2.19818528,0.621,0.849,1
0.01596618,0.443883016,0.853862277,-0.935916752,-0.062952827,-1.455655953,1.789779029,0.444170069,77.22007722,0.821230571,-0.918768013,-1.118769862,2.118769862,0.408,0.8405,1
0.002384767,0.424340064,0.654890999,-0.667912867,-0.013035231,-1.492695018,1.322803866,0.424346765,78.63695937,0.640202324,-0.651044901,-1.016936173,2.016936173,0.323,0.513,0
0.016635073,0.440626913,0.824301236,-0.917157265,-0.057012151,-1.430102623,1.741458501,0.440940815,87.59124088,0.821496821,-0.888043436,-1.081006539,2.081006539,0.57,0.8415,1
0.003860512,0.424763196,0.643064728,-0.649503822,-0.01396194,-1.490868171,1.29256855,0.424780739,71.94244604,0.638164897,-0.639092237,-1.001453135,2.001453135,0.6495,1.093,0
0.015048187,0.439553462,0.840547768,-0.912312829,-0.063840768,-1.448327269,1.752860597,0.439810975,94.98680739,0.699857454,-0.886861729,-1.267203377,2.267203377,0.702333333,1.048333333,1
0.002661201,0.424447101,0.661662444,-0.643806202,-0.013922541,-1.491049715,1.305468646,0.424455443,105.9446733,0.597446673,-0.637844541,-1.06761753,2.06761753,0.569666667,0.763,0
0.003350948,0.424468609,0.661716802,-0.645057583,-0.014892312,-1.492073631,1.306774385,0.424481836,70.1754386,0.648389614,-0.642016115,-0.990170262,1.990170262,0.427,0.7245,0
0.002938094,0.425038435,0.642799213,-0.650915252,-0.01271325,-1.491784884,1.293714465,0.42504859,78.84362681,0.637726159,-0.646452754,-1.013683921,2.013683921,0.649,1.3015,0
0.014520631,0.439304275,0.868327764,-0.941354772,-0.053910496,-1.448465889,1.809682536,0.43954419,77.36943907,0.825351267,-0.909905677,-1.102446573,2.102446573,0.4825,0.891,1
0.017842127,0.440842013,0.819287295,-0.941972877,-0.073905363,-1.431327272,1.761260172,0.441202926,102.4765158,0.757117438,-0.911714648,-1.204191848,2.204191848,0.672,1.01,1
0.0022656,0.424795301,0.645832345,-0.635857126,-0.015169141,-1.490804641,1.281689471,0.424801342,97.24473258,0.631438797,-0.633800704,-1.003740517,2.003740517,0.733666667,1.19,0
0.003158536,0.42400678,0.634939918,-0.644671313,-0.016557082,-1.491105428,1.279611231,0.424018544,97.13977334,0.625537653,-0.639291576,-1.021987361,2.021987361,0.74,1.061333333,0
0.016962565,0.439275244,0.841063673,-0.925609255,-0.06585724,-1.436432232,1.766672928,0.439602626,85.83690987,0.817975784,-0.920412337,-1.125231767,2.125231767,0.491,0.8895,1
0.003050886,0.424649717,0.657644503,-0.645401586,-0.011450395,-1.496244239,1.303046089,0.424660676,105.4481547,0.569323405,-0.640958773,-1.125825441,2.125825441,0.561666667,0.772666667,0
0.015219437,0.438910386,0.82958653,-0.90748274,-0.069129181,-1.428350894,1.73706927,0.439174178,78.2778865,0.823902458,-0.885184845,-1.074380633,2.074380633,0.565,0.6805,1
0.002876291,0.424311614,0.653176653,-0.639095733,-0.01131926,-1.490294563,1.292272386,0.424321362,105.5718475,0.560478219,-0.627684599,-1.119908994,2.119908994,0.561666667,0.956666667,0
0.004018083,0.425235647,0.637972539,-0.653173637,-0.013703869,-1.492346596,1.291146176,0.42525463,108.5645356,0.632667031,-0.646023676,-1.02111165,2.02111165,0.797,1.193666667,0
0.00289886,0.424849768,0.631657551,-0.645505066,-0.013649285,-1.493067685,1.277162617,0.424859658,81.13590264,0.631238276,-0.641656631,-1.016504631,2.016504631,0.7445,1.087,0
0.003740495,0.424336859,0.646779425,-0.647171867,-0.013814451,-1.491968851,1.293951292,0.424353344,78.58546169,0.638132779,-0.636695195,-0.997747202,1.997747202,0.3265,0.6825,0
0.015423668,0.440143972,0.848907396,-0.927196162,-0.054246102,-1.456443324,1.776103558,0.440414129,100.7556675,0.819884792,-0.874945873,-1.067157095,2.067157095,0.6645,0.9615,1
0.003348654,0.425047601,0.635935377,-0.649979083,-0.009796935,-1.491024463,1.28591446,0.425060791,105.1401869,0.469878086,-0.644925609,-1.372538172,2.372538172,0.552,0.838333333,0
0.003866767,0.424381438,0.654610035,-0.645887642,-0.013871647,-1.489127822,1.300497677,0.424399053,108.4990958,0.636606738,-0.635576223,-0.998381239,1.998381239,0.802,1.246666667,0
0.015436798,0.443537185,0.834314447,-0.916976994,-0.062056741,-1.423274812,1.751291441,0.443805734,103.1814273,0.8264887,-0.898267012,-1.086847299,2.086847299,0.7215,1.1245,1
0.017231691,0.440147186,0.828079432,-0.946481414,-0.054058798,-1.471151821,1.774560846,0.440484366,91.60305344,0.791941411,-0.945866711,-1.194364503,2.194364503,0.765,1.0755,1
0.013214308,0.440114786,0.832766541,-0.875862901,-0.050394835,-1.44812566,1.708629442,0.440313119,102.5641026,0.813226662,-0.873751093,-1.074425045,2.074425045,0.721,0.989,1
0.015120046,0.443110383,0.821008007,-0.956445453,-0.068037091,-1.420205923,1.77745346,0.443368275,86.58008658,0.815180607,-0.936629939,-1.148984569,2.148984569,0.4975,0.791,1
0.016367033,0.4398591,0.843133304,-0.93768413,-0.076087801,-1.424957048,1.780817434,0.440163501,88.10572687,0.800516784,-0.916672737,-1.145101208,2.145101208,0.5055,0.792,1
0.018966235,0.440286282,0.831485939,-0.914644444,-0.072347963,-1.447057023,1.746130383,0.440694597,79.10349374,0.81512195,-0.907757868,-1.113646697,2.113646697,0.5675,0.787,1
0.016692526,0.437410039,0.799413102,-0.940916659,-0.06862789,-1.441430963,1.740329761,0.437728435,80.32128514,0.793540896,-0.90238267,-1.137159627,2.137159627,0.4995,0.99,1
0.002092732,0.424004574,0.646661556,-0.645585697,-0.010680754,-1.496365223,1.292247253,0.424009738,103.7165082,0.635463792,-0.639747626,-1.006741271,2.006741271,0.7435,0.8615,0
0.003244554,0.423745816,0.634962067,-0.648224659,-0.015152984,-1.489076828,1.283186726,0.423758237,105.2016365,0.59098711,-0.638411528,-1.080246113,2.080246113,0.581,0.959,0
0.002586995,0.424142176,0.654748968,-0.688235985,-0.014315802,-1.492976093,1.342984953,0.424150065,81.30081301,0.643895859,-0.654399214,-1.016312196,2.016312196,0.742,1.0825,0
0.003851516,0.424505396,0.653221029,-0.653496011,-0.012947615,-1.493870295,1.30671704,0.424522868,103.4482759,0.640521343,-0.646873942,-1.009917856,2.009917856,0.74,1.0745,0
0.016397425,0.442545137,0.818906527,-0.951011055,-0.081069092,-1.417428381,1.769917582,0.442848816,87.8477306,0.778920766,-0.942351019,-1.209816275,2.209816275,0.571,0.796,1
0.016860367,0.442330414,0.827937542,-0.954421959,-0.06919187,-1.427318237,1.782359501,0.442651632,78.48266841,0.807390471,-0.944435426,-1.169738137,2.169738137,0.5405,0.9075,1
0.013817937,0.439613384,0.855655515,-0.894250103,-0.06323473,-1.448086374,1.749905618,0.439830493,103.2702238,0.826729094,-0.887958166,-1.074061832,2.074061832,0.6625,0.9855,1
0.017567492,0.442285846,0.825258531,-0.912323192,-0.074454389,-1.438224373,1.737581723,0.442634597,78.3801437,0.796480774,-0.905251024,-1.13656356,2.13656356,0.4895,0.8455,1
0.017527414,0.443311951,0.851379837,-0.928303977,-0.050668852,-1.450522489,1.779683814,0.44365831,87.46355685,0.835334159,-0.920861068,-1.102386462,2.102386462,0.565,0.6405,1
0.0131433,0.443074134,0.843191149,-0.915007896,-0.084819808,-1.429827193,1.758199045,0.443269032,87.46355685,0.815769847,-0.913269984,-1.119519171,2.119519171,0.4865,0.6385,1
0.015577412,0.443933556,0.815314069,-0.906274922,-0.077503547,-1.431545199,1.721588991,0.444206774,103.0042918,0.765969762,-0.869780603,-1.135528641,2.135528641,0.7175,0.991,1
0.017391338,0.438642344,0.834837488,-0.922713523,-0.072916218,-1.439768077,1.757551011,0.438986976,78.68852459,0.815896742,-0.873662496,-1.070800324,2.070800324,0.8295,0.998,1
